"CASHTOWN 1 S, PA US (USC00363226)",,,,,
Date,TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
4/4/20,61,42,0.01,0,0
4/5/20,56,37,0,0,0
4/6/20,66,37,0,0,0
4/7/20,65,42,0,0,0
4/8/20,66,44,0.35,0,0
4/9/20,72,43,0.15,0,0
4/10/20,62,36,0.11,0,0
4/11/20,46,32,0,0,0
4/12/20,56,30,0,0,0
4/13/20,63,31,1.35,0,0
4/14/20,73,39,0.32,0,0
4/15/20,50,29,0.12,0,0
4/16/20,51,29,0,0,0
4/17/20,47,24,0,0,0
4/18/20,51,24,0.29,0,0
4/19/20,50,27,0.02,0,0
4/20/20,60,32,0,0,0
4/21/20,61,34,0,0,0
4/22/20,61,33,0.13,0,0
4/23/20,53,34,0,0,0
4/24/20,55,37,0.53,0,0
4/25/20,52,39,0.11,0,0
4/26/20,62,42,0.3,0,0
4/27/20,49,39,0.44,0,0
4/28/20,54,35,0,0,0
4/29/20,54,37,0.11,0,0
4/30/20,70,41,0.48,0,0
5/1/20,59,49,2.71,0,0
5/2/20,63,48,0,0,0
5/3/20,70,50,0.07,0,0
5/4/20,76,51,0,0,0
5/5/20,66,36,0,0,0
5/6/20,53,41,0.18,0,0
5/7/20,50,39,0.28,0,0
5/8/20,65,41,0,0,0
5/9/20,48,30,0.49,0,0
5/10/20,43,27,0,0,0
5/11/20,64,31,0,0,0
5/12/20,55,37,0.01,0,0
5/13/20,58,34,0,0,0
5/14/20,67,34,0,0,0
5/15/20,67,40,0.15,0,0
5/16/20,85,58,0,0,0
5/17/20,76,50,0,0,0
5/18/20,62,55,0.09,0,0
5/19/20,69,53,0,0,0
5/20/20,68,47,0,0,0
5/21/20,63,39,0,0,0
5/22/20,69,44,0,0,0
5/23/20,66,57,0.26,0,0
5/24/20,80,56,0,0,0
5/25/20,64,58,0,0,0
5/26/20,73,53,0,0,0
5/27/20,84,54,0,0,0
5/28/20,78,61,0.12,0,0
5/29/20,82,67,0.35,0,0
5/30/20,84,64,0.1,0,0
5/31/20,78,44,0,0,0
6/1/20,69,41,0,0,0
6/2/20,71,46,0,0,0
6/3/20,78,53,0,0,0
6/4/20,88,66,0,0,0
6/5/20,89,66,0.42,0,0
6/6/20,84,64,0,0,0
6/7/20,86,53,0,0,0
6/8/20,77,50,0,0,0
6/9/20,80,51,0,0,0
6/10/20,89,57,0,0,0
6/11/20,89,68,0.25,0,0
6/12/20,80,53,0,0,0
6/13/20,82,49,0,0,0
6/14/20,73,50,0,0,0
6/15/20,69,49,0,0,0
6/16/20,74,49,0,0,0
6/17/20,76,52,0,0,0
6/18/20,75,60,0.05,0,0
6/19/20,79,60,0,0,0
6/20/20,83,62,0,0,0
6/21/20,81,60,0,0,0
6/22/20,85,61,0,0,0
6/23/20,89,64,0.04,0,0
6/24/20,86,64,0.3,0,0
6/25/20,81,58,0,0,0
6/26/20,82,56,0.11,0,0
6/27/20,86,66,0,0,0
6/28/20,86,64,0,0,0
6/29/20,89,65,0,0,0
6/30/20,87,62,0,0,0
7/1/20,86,61,0.08,0,0
7/2/20,83,64,0,0,0
7/3/20,90,71,0,0,0
7/4/20,94,68,0,0,0
7/5/20,90,64,0,0,0
7/6/20,93,65,0,0,0
7/7/20,96,66,0.09,0,0
7/8/20,80,68,0,0,0
7/9/20,93,66,0.21,0,0
7/10/20,90,66,0,0,0
7/11/20,83,67,0,0,0
7/12/20,86,59,0,0,0
7/13/20,90,62,0.13,0,0
7/14/20,85,59,0,0,0
7/15/20,86,58,0,0,0
7/16/20,90,62,0,0,0
7/17/20,85,69,0.15,0,0
7/18/20,90,62,0,0,0
7/19/20,93,63,0,0,0
7/20/20,96,69,0,0,0
7/21/20,97,66,0,0,0
7/22/20,95,68,0.42,0,0
7/23/20,90,69,0.51,0,0
7/24/20,90,70,0.05,0,0
7/25/20,85,67,2.14,0,0
7/26/20,89,67,0,0,0
7/27/20,91,67,0,0,0
7/28/20,94,68,0,0,0
7/29/20,85,62,0,0,0
7/30/20,90,63,0,0,0
7/31/20,90,65,0.14,0,0
8/1/20,83,64,0,0,0
8/2/20,85,65,0.75,0,0
8/3/20,89,64,0,0,0
8/4/20,83,65,0.55,0,0
8/5/20,84,63,1.09,0,0
8/6/20,84,63,0.08,0,0
8/7/20,80,64,0.13,0,0
8/8/20,80,66,0.32,0,0
8/9/20,84,63,0,0,0
8/10/20,87,64,0,0,0
8/11/20,92,66,0,0,0
8/12/20,91,66,0,0,0
8/13/20,90,68,0,0,0
8/14/20,85,69,0,0,0
8/15/20,84,66,0,0,0
8/16/20,75,65,0.21,0,0
8/17/20,76,56,0,0,0
8/18/20,82,57,0,0,0
8/19/20,84,60,0,0,0
8/20/20,83,54,0,0,0
8/21/20,81,55,0,0,0
8/22/20,84,59,0,0,0
8/23/20,89,65,0,0,0
8/24/20,88,66,0.02,0,0
8/25/20,88,68,0,0,0
8/26/20,90,57,0,0,0
8/27/20,86,58,0,0,0
8/28/20,92,68,0,0,0
8/29/20,86,68,0.34,0,0
8/30/20,85,57,0.41,0,0
8/31/20,78,57,0,0,0
9/1/20,68,60,0.46,0,0
9/2/20,69,62,0.43,0,0
9/3/20,82,68,0.53,0,0
9/4/20,79,63,0.07,0,0
9/5/20,82,49,0,0,0
9/6/20,79,49,0,0,0
9/7/20,82,52,0,0,0
9/8/20,82,54,0,0,0
9/9/20,84,54,0,0,0
9/10/20,82,61,0,0,0
9/11/20,84,69,0,0,0
9/12/20,76,59,0,0,0
9/13/20,68,54,0.02,0,0
9/14/20,75,54,0.02,0,0
9/15/20,75,41,0,0,0
9/16/20,66,38,0,0,0
9/17/20,71,39,0,0,0
9/18/20,73,47,0,0,0
9/19/20,72,38,0,0,0
9/20/20,62,32,0,0,0
9/21/20,65,33,0,0,0
9/22/20,66,33,0,0,0
9/23/20,71,34,0,0,0
9/24/20,80,55,0,0,0
9/25/20,73,51,0,0,0
9/26/20,76,51,0.02,0,0
9/27/20,73,56,0.01,0,0
9/28/20,76,58,0,0,0
9/29/20,83,62,0,0,0
9/30/20,72,51,0.4,0,0
10/1/20,68,45,0,0,0
10/2/20,69,45,0.02,0,0
10/3/20,62,35,0,0,0
10/4/20,64,35,0,0,0
10/5/20,65,35,0.14,0,0
10/6/20,65,36,0,0,0
10/7/20,70,36,0,0,0
10/8/20,80,42,0,0,0
10/9/20,66,37,0,0,0
10/10/20,72,38,0,0,0
10/11/20,77,47,0,0,0
10/12/20,66,54,1.26,0,0
10/13/20,55,52,0.5,0,0
10/14/20,67,40,0,0,0
10/15/20,70,41,0,0,0
10/16/20,75,41,0,0,0
10/17/20,63,30,0,0,0
10/18/20,60,31,0,0,0
10/19/20,62,31,0,0,0
10/20/20,66,47,0,0,0
10/21/20,73,51,0,0,0
10/22/20,78,56,0,0,0
10/23/20,77,56,0,0,0
10/24/20,76,53,0,0,0
10/25/20,66,43,0,0,0
10/26/20,44,42,0.25,0,0
10/27/20,55,44,0.03,0,0
10/28/20,65,53,0,0,0
10/29/20,64,51,0.28,0,0
10/30/20,51,43,1.18,0,0
10/31/20,48,28,0.02,0,0
11/1/20,48,30,0,0,0
11/2/20,51,34,0.2,0,0
11/3/20,44,35,0,0,0
11/4/20,58,30,0,0,0
11/5/20,67,31,0,0,0
11/6/20,67,34,0,0,0
11/7/20,72,37,0,0,0
11/8/20,75,37,0,0,0
11/9/20,74,39,0,0,0
11/10/20,74,43,0,0,0
11/11/20,74,44,0,0,0
11/12/20,66,57,0.88,0,0
11/13/20,58,36,0.05,0,0
11/14/20,58,29,0,0,0
11/15/20,52,30,0,0,0
11/16/20,62,37,0.4,0,0
11/17/20,55,27,0,0,0
11/18/20,48,32,0,0,0
11/19/20,38,19,0,0,0
11/20/20,46,20,0,0,0
11/21/20,63,27,0,0,0
11/22/20,59,42,0,0,0
11/23/20,52,42,0.31,0,0
11/24/20,47,28,0,0,0
11/25/20,47,29,0,0,0
11/26/20,51,30,0.14,0,0
11/27/20,63,42,0.01,0,0
11/28/20,56,34,0,0,0
11/29/20,53,25,0,0,0
11/30/20,55,26,0.7,0,0
12/1/20,55,34,0.71,0,0
12/2/20,40,31,0.01,0,0
12/3/20,41,24,0,0,0
12/4/20,52,24,0,0,0
12/5/20,43,37,0.34,0,0
12/6/20,42,34,0,0,0
12/7/20,39,23,0,0,0
12/8/20,37,25,0,0,0
12/9/20,41,27,0,0,0
12/10/20,44,27,0,0,0
12/11/20,51,25,0,0,0
12/12/20,53,25,0,0,0
12/13/20,49,31,0,0,0
12/14/20,55,29,0.21,0,0
12/15/20,37,25,0.39,0,0
12/16/20,36,22,0,0,0
12/17/20,25,20,0.88,8.6,8
12/18/20,35,22,0.03,0.8,7
12/19/20,33,8,0,0,7
12/20/20,29,10,0,0,7
12/21/20,39,25,0,0,6
12/22/20,37,25,0.06,0,4
12/23/20,42,23,0,0,3
12/24/20,41,23,0.04,0,2
12/25/20,55,30,2.77,0,0
12/26/20,30,18,0,0,0
12/27/20,26,15,0,0,0
12/28/20,36,15,0,0,0
12/29/20,55,28,0,0,0
12/30/20,35,19,0,0,0
12/31/20,43,24,0,0,0
1/1/24,42,31,0.09,0,0
1/2/24,38,32,0,0,0
1/3/24,39,25,0,0,0
1/4/24,43,30,0,0,0
1/5/24,39,14,0,0,0
1/6/24,38,16,0,0,0
1/7/24,35,23,1.01,5.8,4
1/8/24,40,33,0,0,3
1/9/24,44,26,0,0,2
1/10/24,52,32,3.01,0.2,0
1/11/24,44,36,0,0,0
1/12/24,50,23,0,0,0
1/13/24,46,25,0.99,0,0
1/14/24,45,25,0,0,0
1/15/24,35,20,0.01,0.2,0
1/16/24,24,21,0.26,3.4,3
1/17/24,25,9,0.02,0.4,3
1/18/24,25,5,0,0,3
1/19/24,27,13,0.17,3,6
1/20/24,27,16,0.08,1.5,6
1/21/24,21,16,0,0,5
1/22/24,30,6,0,0,5
1/23/24,31,9,0,0,3
1/24/24,42,25,0,0,2
1/25/24,43,33,0.16,0,0
1/26/24,56,41,0,0,0
1/27/24,70,37,0,0,0
1/28/24,54,38,1.08,0,0
1/29/24,42,36,0.02,0,0
1/30/24,41,34,0,0,0
1/31/24,37,33,0,0,0
2/1/24,42,28,0,0,0
2/2/24,51,36,0.03,0,0
2/3/24,46,25,0,0,0
2/4/24,47,24,0,0,0
2/5/24,51,26,0,0,0
2/6/24,44,26,0,0,0
2/7/24,42,22,0,0,0
2/8/24,49,24,0,0,0
2/9/24,53,28,0,0,0
2/10/24,61,32,0,0,0
2/11/24,64,41,0,0,0
2/12/24,48,33,0,0,0
2/13/24,49,32,1.38,4,4
2/14/24,42,31,0.05,0.8,3
2/15/24,37,16,0,0,2
2/16/24,46,17,0,0,0
2/17/24,42,29,0.17,2.9,3
2/18/24,32,20,0,0,1
2/19/24,44,20,0,0,0
2/20/24,43,20,0,0,0
2/21/24,43,20,0,0,0
2/22/24,44,26,0,0,0
2/23/24,38,32,0.57,0,0
2/24/24,51,33,0,0,0
2/25/24,41,16,0,0,0
2/26/24,44,16,0,0,0
2/27/24,63,27,0,0,0
2/28/24,57,33,0.07,0,0
2/29/24,59,27,0.51,0,0
3/1/24,41,21,0,0,0
3/2/24,48,23,0.43,0,0
3/3/24,51,36,0.35,0,0
3/4/24,62,38,0,0,0
3/5/24,66,42,0.23,0,0
3/6/24,52,45,0.21,0,0
3/7/24,52,47,0.17,0,0
3/8/24,60,33,0,0,0
3/9/24,54,35,0,0,0
3/10/24,44,38,1.18,0,0
3/11/24,43,34,0,0,0
3/12/24,51,35,0,0,0
3/13/24,70,38,0,0,0
3/14/24,71,39,0,0,0
3/15/24,76,48,0.2,0,0
3/16/24,68,42,0,0,0
3/17/24,61,42,0,0,0
3/18/24,59,37,0,0,0
3/19/24,43,32,0,0,0
3/20/24,46,32,0,0,0
3/21/24,58,25,0,0,0
3/22/24,43,22,0,0,0
3/23/24,47,22,0.66,0,0
3/24/24,47,27,0.36,0,0
3/25/24,46,27,0,0,0
3/26/24,55,28,0,0,0
3/27/24,56,31,0.02,0,0
3/28/24,48,42,0.03,0,0
3/29/24,53,30,0,0,0
3/30/24,56,30,0,0,0
3/31/24,56,38,0.45,0,0
4/1/24,60,39,0.2,0,0
4/2/24,54,46,1.11,0,0
4/3/24,48,43,1.26,0,0
4/4/24,46,32,0.8,0,0
4/5/24,53,32,0,0,0
4/6/24,46,34,0.11,0,0
4/7/24,54,39,0,0,0
4/8/24,62,35,0,0,0
4/9/24,67,35,0,0,0
4/10/24,75,41,0,0,0
4/11/24,73,55,0,0,0
4/12/24,67,58,0.69,0,0
4/13/24,63,47,0.23,0,0
4/14/24,60,36,0,0,0
4/15/24,83,37,0.2,0,0
4/16/24,80,41,0.06,0,0
4/17/24,73,42,0,0,0
4/18/24,67,47,0.03,0,0
4/19/24,69,47,0,0,0
4/20/24,52,47,0.06,0,0
4/21/24,66,37,0,0,0
4/22/24,51,35,0,0,0
4/23/24,62,35,0,0,0
4/24/24,70,35,0,0,0
4/25/24,66,40,0,0,0
4/26/24,57,34,0,0,0
4/27/24,62,38,0,0,0
4/28/24,52,48,0.19,0,0
4/29/24,83,52,0,0,0
4/30/24,87,54,0,0,0
5/1/24,85,53,0.01,0,0
5/2/24,82,52,0,0,0
5/3/24,89,52,0,0,0
5/4/24,74,51,0,0,0
5/5/24,51,48,1,0,0
5/6/24,58,48,0,0,0
5/7/24,70,58,0,0,0
5/8/24,76,61,0,0,0
5/9/24,85,52,0.03,0,0
5/10/24,66,53,0.65,0,0
5/11/24,53,45,0.54,0,0
5/12/24,62,45,0.55,0,0
5/13/24,63,40,0,0,0
5/14/24,75,44,0,0,0
5/15/24,63,51,0.71,0,0
5/16/24,64,53,0.11,0,0
5/17/24,75,56,0,0,0
5/18/24,65,59,0.07,0,0
5/19/24,64,59,0.17,0,0
5/20/24,76,54,0,0,0
5/21/24,79,54,0,0,0
5/22/24,82,55,0,0,0
5/23/24,85,58,0,0,0
5/24/24,82,61,0,0,0
5/25/24,83,60,0,0,0
5/26/24,84,59,0.12,0,0
5/27/24,83,60,0.06,0,0
5/28/24,79,61,0,0,0
5/29/24,79,53,0,0,0
5/30/24,74,52,0.19,0,0
5/31/24,71,45,0,0,0
6/1/24,74,55,0,0,0
6/2/24,81,52,0,0,0
6/3/24,78,54,0,0,0
6/4/24,82,58,0,0,0
6/5/24,86,61,0,0,0
6/6/24,78,67,0.66,0,0
6/7/24,86,61,0,0,0
6/8/24,79,58,0,0,0
6/9/24,80,60,0,0,0
6/10/24,76,51,0,0,0
6/11/24,74,53,0,0,0
6/12/24,68,47,0,0,0
6/13/24,80,52,0,0,0
6/14/24,86,58,0,0,0
6/15/24,85,58,0,0,0
6/16/24,81,53,0,0,0
6/17/24,84,58,0,0,0
6/18/24,89,63,0,0,0
6/19/24,91,65,0,0,0
6/20/24,90,62,0,0,0
6/21/24,91,63,0,0,0
6/22/24,93,66,0,0,0
6/23/24,99,70,0,0,0
6/24/24,91,71,0,0,0
6/25/24,83,56,0,0,0
6/26/24,88,61,0,0,0
6/27/24,92,65,0.26,0,0
6/28/24,86,58,0,0,0
6/29/24,82,61,0,0,0
6/30/24,90,69,1.48,0,0
7/1/24,92,59,0,0,0
7/2/24,76,54,0,0,0
7/3/24,82,57,0,0,0
7/4/24,85,62,0,0,0
7/5/24,91,68,0.74,0,0
7/6/24,93,72,0,0,0
7/7/24,94,69,0,0,0
7/8/24,90,66,0,0,0
7/9/24,93,68,0,0,0
7/10/24,95,71,0,0,0
7/11/24,92,68,0.06,0,0
7/12/24,81,61,0,0,0
7/13/24,78,62,0,0,0
7/14/24,92,70,0,0,0
7/15/24,96,68,0,0,0
7/16/24,97,68,0,0,0
7/17/24,101,70,0,0,0
7/18/24,93,68,0.21,0,0
7/19/24,83,62,0,0,0
7/20/24,85,64,0.05,0,0
7/21/24,82,62,0,0,0
7/22/24,90,64,0,0,0
7/23/24,81,65,1.07,0,0
7/24/24,87,70,0,0,0
7/25/24,84,68,0.16,0,0
7/26/24,83,60,0,0,0
7/27/24,80,56,0,0,0
7/28/24,83,56,0,0,0
7/29/24,87,59,0,0,0
7/30/24,93,61,0,0,0
7/31/24,82,68,0.06,0,0
8/1/24,92,64,0.03,0,0
8/2/24,95,65,0,0,0
8/3/24,92,69,0,0,0
8/4/24,88,70,0.15,0,0
8/5/24,89,65,0,0,0
8/6/24,93,66,0,0,0
8/7/24,94,67,2.69,0,0
8/8/24,76,66,0.52,0,0
8/9/24,75,67,1.83,0,0
8/10/24,84,62,1.01,0,0
8/11/24,84,57,0,0,0
8/12/24,78,54,0,0,0
8/13/24,79,54,0,0,0
8/14/24,81,58,0,0,0
8/15/24,82,58,0,0,0
8/16/24,84,56,0,0,0
8/17/24,82,57,0,0,0
8/18/24,80,68,0,0,0
8/19/24,85,66,0,0,0
8/20/24,79,59,0,0,0
8/21/24,69,54,0,0,0
8/22/24,72,48,0,0,0
8/23/24,74,47,0,0,0
8/24/24,79,50,0,0,0
8/25/24,83,51,0,0,0
8/26/24,87,56,0,0,0
8/27/24,85,58,0,0,0
8/28/24,88,59,0,0,0
8/29/24,90,70,0,0,0
8/30/24,86,66,1.53,0,0
8/31/24,70,66,0.19,0,0
9/1/24,75,67,0.33,0,0
9/2/24,84,63,0,0,0
9/3/24,74,46,0,0,0
9/4/24,72,44,0,0,0
9/5/24,74,44,0,0,0
9/6/24,75,47,0,0,0
9/7/24,77,55,0,0,0
9/8/24,72,42,0.11,0,0
9/9/24,70,41,0,0,0
9/10/24,75,42,0,0,0
9/11/24,80,50,0,0,0
9/12/24,81,51,0,0,0
9/13/24,79,51,0,0,0
9/14/24,79,53,0,0,0
9/15/24,83,52,0,0,0
9/16/24,82,49,0,0,0
9/17/24,72,52,0,0,0
9/18/24,75,64,0.04,0,0
9/19/24,72,62,0.04,0,0
9/20/24,81,53,0,0,0
9/21/24,83,54,0,0,0
9/22/24,78,59,0.27,0,0
9/23/24,69,60,0.02,0,0
9/24/24,61,57,0.98,0,0
9/25/24,61,57,0.52,0,0
9/26/24,68,59,0.76,0,0
9/27/24,73,68,0.08,0,0
9/28/24,72,65,0.36,0,0
9/29/24,71,62,0.53,0,0
9/30/24,62,60,0.1,0,0
10/1/24,62,57,0.49,0,0
10/2/24,62,57,0.52,0,0
10/3/24,64,49,0.07,0,0
10/4/24,74,49,0,0,0
10/5/24,73,52,0,0,0
10/6/24,73,43,0,0,0
10/7/24,75,44,0.16,0,0
10/8/24,69,45,0,0,0
10/9/24,67,41,0,0,0
10/10/24,67,37,0,0,0
10/11/24,62,35,0,0,0
10/12/24,68,35,0,0,0
10/13/24,76,49,0,0,0
10/14/24,79,50,0,0,0
10/15/24,62,34,0,0,0
10/16/24,55,39,0,0,0
10/17/24,55,31,0,0,0
10/18/24,59,33,0,0,0
10/19/24,68,36,0,0,0
10/20/24,70,34,0,0,0
10/21/24,76,36,0,0,0
10/22/24,79,38,0,0,0
10/23/24,80,41,0,0,0
10/24/24,78,41,0,0,0
10/25/24,63,32,0,0,0
10/26/24,65,32,0,0,0
10/27/24,62,32,0,0,0
10/28/24,57,29,0,0,0
10/29/24,62,30,0,0,0
10/30/24,66,34,0,0,0
10/31/24,79,40,0,0,0
11/1/24,83,48,0,0,0
11/2/24,76,35,0,0,0
11/3/24,60,29,0,0,0
11/4/24,57,30,0,0,0
11/5/24,59,34,0,0,0
11/6/24,75,47,0,0,0
11/7/24,83,47,0,0,0
11/8/24,73,39,0,0,0
11/9/24,67,38,0,0,0
11/10/24,55,29,0,0,0
11/11/24,52,34,0.34,0,0
11/12/24,68,44,0,0,0
11/13/24,56,24,0,0,0
11/14/24,49,25,0,0,0
11/15/24,44,29,0.39,0,0
11/16/24,53,41,0,0,0
11/17/24,55,37,0,0,0
11/18/24,56,33,0,0,0
11/19/24,66,42,0,0,0
11/20/24,56,40,0.05,0,0
11/21/24,63,31,0.21,0,0
11/22/24,44,33,0.06,0,0
11/23/24,40,33,0.51,0,0
11/24/24,50,38,0,0,0
11/25/24,52,29,0,0,0
11/26/24,54,30,0.09,0,0
11/27/24,56,31,0,0,0
11/28/24,51,31,0.69,0,0
11/29/24,47,28,0.03,0,0
11/30/24,42,26,0,0,0
12/1/24,33,12,0,0,0
12/2/24,36,16,0,0,0
12/3/24,37,22,0,0,0
12/4/24,38,21,0,0,0
12/5/24,39,22,0.04,0.2,0
12/6/24,34,22,0,0,0
12/7/24,32,19,0,0,0
12/8/24,39,28,0,0,0
12/9/24,58,32,0,0,0
12/10/24,45,37,0.37,0,0
12/11/24,50,43,0.62,0,0
12/12/24,54,31,0.79,0,0
12/13/24,36,18,0,0,0
12/14/24,31,22,0,0,0
12/15/24,33,21,0,0,0
12/16/24,33,26,0.51,2.4,2
12/17/24,40,33,0.05,0,0
12/18/24,58,29,0,0,0
12/19/24,48,29,0.16,0,0
12/20/24,42,31,0,0,0
12/21/24,35,30,0,0,0
12/22/24,32,14,0,0,0
12/23/24,27,7,0,0,0
12/24/24,28,8,0,0,0
12/25/24,40,24,0,0,0
12/26/24,42,24,0,0,0
12/27/24,34,24,0,0,0
12/28/24,40,30,0.3,0,0
12/29/24,46,36,0.2,0,0
12/30/24,62,44,0.05,0,0
12/31/24,55,30,0,0,0
